Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,18,10.415,0,0,ConsumerStaples,White,0.125,1,0,0,0,ByBirth,120,375,0
1,22,2.25,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,160,10,0
1,22,0.165,1,1,Energy,Other,2.25,0,0,0,1,ByOtherMeans,0,0,1
0,25,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1
1,18,0.0,1,1,Materials,White,0.665,0,0,0,0,ByBirth,160,1,0
1,21,0.79,0,0,InformationTechnology,White,0.665,0,0,0,0,ByBirth,160,0,0
1,23,12.0,1,1,Energy,White,2.085,0,0,0,0,ByOtherMeans,80,0,0
1,22,7.835,0,0,ConsumerDiscretionary,Asian,0.165,0,0,0,1,ByBirth,0,0,0
1,36,2.54,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,1000,0
1,29,13.0,1,1,Real Estate,Black,0.5,0,0,0,0,ByBirth,228,0,0
0,19,0.665,1,1,Industrials,White,1.665,0,0,0,0,ByBirth,220,5,0
0,22,1.25,1,1,Materials,White,0.25,0,0,0,1,ByBirth,120,809,0
0,27,0.29,1,1,CommunicationServices,Black,0.125,0,1,1,1,ByBirth,272,108,0
0,38,1.5,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,76,0,0
1,32,2.165,0,0,Financials,Latino,0.0,0,0,0,0,ByBirth,120,0,0
0,23,0.71,1,1,Industrials,White,0.25,0,1,1,1,ByBirth,240,4,0
1,18,2.46,1,1,Energy,Other,0.96,0,1,2,1,ByBirth,160,587,0
1,40,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,130,0,0
1,19,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350,0
1,28,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0,0
1,35,0.75,1,1,Financials,White,1.5,0,0,0,1,ByBirth,231,0,0
1,34,2.75,1,1,ConsumerDiscretionary,Asian,2.5,0,0,0,1,ByBirth,232,200,0
1,33,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,200,141,0
1,31,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,320,0,0
0,52,7.0,1,1,ConsumerStaples,Black,3.0,0,0,0,0,ByBirth,0,0,0
1,36,0.42,0,0,Industrials,White,0.29,0,0,0,1,ByBirth,309,2,0
1,37,2.665,1,1,InformationTechnology,White,0.165,0,0,0,1,ByBirth,0,501,0
0,20,8.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,0,351,0
1,24,9.0,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,0,0,0
1,25,0.335,1,1,Financials,Black,3.5,0,0,0,1,ByBirth,340,0,0
0,35,3.75,1,1,Healthcare,Latino,0.0,0,1,6,0,ByBirth,0,200,0
1,48,3.75,1,1,ConsumerDiscretionary,Asian,1.0,0,0,0,0,ByBirth,100,2,0
0,15,7.625,1,1,Materials,White,0.125,0,1,1,1,ByBirth,0,160,0
0,22,0.415,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByOtherMeans,144,0,0
1,21,11.5,1,1,ConsumerDiscretionary,White,0.5,1,0,0,1,ByBirth,100,68,0
0,23,0.83,1,1,Materials,White,0.415,0,1,1,1,ByBirth,200,11,0
0,21,5.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0
1,25,3.25,1,1,Energy,Black,2.29,0,1,1,1,ByBirth,416,21,0
0,38,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,0,390,0
0,15,0.375,1,1,Energy,White,1.0,0,0,0,0,ByBirth,120,18,0
0,28,3.75,1,1,Energy,White,0.25,0,1,1,1,ByBirth,40,154,0
1,22,9.0,1,1,ConsumerStaples,White,0.085,0,0,0,0,ByBirth,0,0,0
1,29,3.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,216,0,0
0,23,1.5,1,1,Industrials,White,0.875,0,0,0,1,ByBirth,160,0,0
1,32,4.0,0,0,InformationTechnology,White,1.5,0,0,0,1,ByBirth,120,0,0
1,31,1.5,0,0,Industrials,White,0.04,0,0,0,0,ByOtherMeans,160,0,0
1,31,0.04,0,0,CommunicationServices,White,0.04,0,0,0,0,ByBirth,0,0,0
0,21,11.75,1,1,Energy,White,0.25,0,0,0,1,ByBirth,180,0,0
0,17,0.54,1,1,Energy,White,1.75,0,1,1,1,ByBirth,80,5,0
1,30,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,252,0,0
1,51,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,120,1,0
1,47,5.835,1,1,Industrials,White,5.5,0,0,0,0,ByBirth,465,150,0
1,25,12.835,1,1,InformationTechnology,White,0.5,0,0,0,0,ByBirth,0,2,0
0,50,0.835,1,1,ConsumerStaples,White,0.5,0,0,0,1,ByBirth,240,117,0
1,29,2.0,0,0,Education,Black,2.0,0,0,0,0,ByBirth,256,17,0
0,37,2.5,1,1,ConsumerDiscretionary,Black,0.21,0,0,0,0,ByBirth,260,246,0
0,41,1.04,1,1,ConsumerStaples,White,0.665,0,0,0,0,ByBirth,240,237,0
0,30,10.665,1,1,Materials,Black,0.085,0,1,12,1,ByBirth,129,3,0
1,19,7.25,1,1,CommunicationServices,White,0.04,0,1,1,0,ByBirth,100,1,0
0,17,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,50,0
0,20,1.25,1,1,Energy,White,0.0,0,0,0,0,ByBirth,0,0,0
1,19,0.29,1,1,Financials,White,0.29,0,0,0,0,ByBirth,280,364,0
1,27,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537,0
1,17,3.29,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByBirth,140,2,0
1,36,0.75,0,0,Real Estate,White,0.585,0,0,0,0,ByBirth,240,3,0
1,40,3.29,1,1,CommunicationServices,White,3.5,0,0,0,1,ByOtherMeans,400,0,0
1,21,10.085,0,0,Education,Black,1.25,0,0,0,0,ByBirth,260,0,0
0,22,0.75,1,1,Energy,White,2.0,0,1,2,1,ByBirth,200,394,0
0,25,13.5,0,0,Healthcare,Latino,2.0,0,1,1,1,ByBirth,200,1,0
1,17,0.205,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,280,750,0
1,35,3.375,1,1,Energy,Black,8.29,0,0,0,1,ByBirth,0,0,0
